filename,typing_result,touch_location
6pm-video-signin-1-clicked_frames_crop/bbox-1944.jpg,typing,onKeyboard
6pm-video-signin-1-clicked_frames_crop/bbox-1977.jpg,typing,onKeyboard
6pm-video-signin-1-clicked_frames_crop/bbox-2057.jpg,typing,onKeyboard
6pm-video-signin-1-clicked_frames_crop/bbox-2081.jpg,typing,onKeyboard
6pm-video-signin-1-clicked_frames_crop/bbox-2108.jpg,typing,onKeyboard
6pm-video-signin-1-clicked_frames_crop/bbox-2159.jpg,typing,out
6pm-video-signin-1-clicked_frames_crop/bbox-2282.jpg,typing,out
6pm-video-signin-2-clicked_frames_crop/bbox-0742.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-0773.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-0801.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-0830.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-0867.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-0892.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-0917.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-0939.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-0999.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1051.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1080.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1108.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1131.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1160.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1201.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1225.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1256.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1280.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1310.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1343.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1394.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1422.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1445.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1469.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1496.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1515.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1537.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1558.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1613.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1639.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1664.jpg,typing,out
6pm-video-signin-2-clicked_frames_crop/bbox-1713.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1737.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1761.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-1831.jpg,typing,out
6pm-video-signin-2-clicked_frames_crop/bbox-1920.jpg,typing,out
6pm-video-signin-2-clicked_frames_crop/bbox-2248.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-2275.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-2291.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-2324.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-2347.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-2391.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-2411.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-2428.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-2448.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-2481.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-2506.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-2528.jpg,typing,onKeyboard
6pm-video-signin-2-clicked_frames_crop/bbox-2583.jpg,typing,out
6pm-video-signin-2-clicked_frames_crop/bbox-2749.jpg,typing,out
6pm-video-signin-2-clicked_frames_crop/bbox-2798.jpg,typing,out
6pm-video-signin-3-clicked_frames_crop/bbox-1490.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1513.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1532.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1562.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1615.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1646.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1672.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1688.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1718.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1751.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1787.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1813.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1834.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1849.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1874.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1928.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1959.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-1981.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2010.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2040.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2099.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2130.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2158.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2185.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2212.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2244.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2273.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2298.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2318.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2345.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2370.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2399.jpg,typing,out
6pm-video-signin-3-clicked_frames_crop/bbox-2443.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2475.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2499.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2531.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2556.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2585.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2608.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2630.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2649.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2680.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2708.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2728.jpg,typing,onKeyboard
6pm-video-signin-3-clicked_frames_crop/bbox-2769.jpg,typing,out
6pm-video-signin-3-clicked_frames_crop/bbox-2890.jpg,typing,out
etsy-signin-1-clicked_frames_crop/bbox-0439.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0453.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0471.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0479.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0487.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0498.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0510.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0546.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0560.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0572.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0587.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0615.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0637.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0671.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0682.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0703.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0715.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0736.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0764.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0774.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0785.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0804.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0818.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0831.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0845.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0856.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0868.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0881.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0894.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0908.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0928.jpg,typing,out
etsy-signin-1-clicked_frames_crop/bbox-0956.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0974.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0986.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-0997.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-1010.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-1022.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-1034.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-1046.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-1070.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-1080.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-1094.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-1110.jpg,typing,onKeyboard
etsy-signin-1-clicked_frames_crop/bbox-1127.jpg,typing,out
6pm-video-signin-4-clicked_frames_crop/bbox-0766.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-0797.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-0819.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-0842.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-0879.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-0906.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-0928.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1014.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1054.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1091.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1118.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1140.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1160.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1215.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1258.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1281.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1307.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1335.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1408.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1435.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1457.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1482.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1502.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1523.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1546.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1569.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1626.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1656.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1676.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1700.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1733.jpg,typing,out
6pm-video-signin-4-clicked_frames_crop/bbox-1779.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1806.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1831.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1881.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1908.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1934.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1965.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-1989.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-2013.jpg,typing,out
6pm-video-signin-4-clicked_frames_crop/bbox-2146.jpg,typing,out
6pm-video-signin-4-clicked_frames_crop/bbox-3928.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-3949.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-3967.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-3993.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-4059.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-4092.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-4110.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-4128.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-4182.jpg,typing,out
6pm-video-signin-4-clicked_frames_crop/bbox-4210.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-4231.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-4249.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-4268.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-4292.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-4320.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-4344.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-4360.jpg,typing,onKeyboard
6pm-video-signin-4-clicked_frames_crop/bbox-4377.jpg,typing,out
6pm-video-signin-4-clicked_frames_crop/bbox-5376.jpg,typing,out
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2317.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2331.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2346.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2358.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2368.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2384.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2395.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2417.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2436.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2450.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2471.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2487.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2504.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2534.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2554.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2575.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2594.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2606.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2620.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2634.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2649.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2671.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2688.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2731.jpg,typing,out
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2756.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2771.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2782.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2793.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2803.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2816.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2838.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2849.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2863.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2873.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2890.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2901.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2916.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2928.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2943.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2962.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-2985.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-3004.jpg,typing,onKeyboard
aliexpress-signin-lockedaccount-clicked_frames_crop/bbox-3027.jpg,typing,out
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-0702.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-0727.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-0758.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-0793.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-0840.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-0883.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-0925.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-0976.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1033.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1084.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1145.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1182.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1232.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1273.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1320.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1392.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1444.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1496.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1554.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1588.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1632.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1665.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1713.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1756.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1801.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1838.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1878.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1926.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-1964.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-2026.jpg,typing,out
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-2088.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-2117.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-2155.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-2197.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-2251.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-2288.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-2317.jpg,typing,onKeyboard
aliexpress-video-signin-1-1-clicked_frames_crop/bbox-2368.jpg,typing,out
